Datatype,CIFAR10
Train Size,3840
Test Size,600
Learning Rate,0.001
Batch Size,128
loss
1.7931898832321167,
1.7853424549102783,
1.7763984203338623,
1.7588974237442017,
1.732706904411316,
1.7012450695037842,
1.6717411279678345,
1.6470239162445068,
1.6252825260162354,
1.607473373413086,
1.5918221473693848,
1.573000431060791,
1.5589243173599243,
1.5439938306808472,
1.5312912464141846,
1.519577145576477,
1.5071853399276733,
1.4994065761566162,
1.4873440265655518,
1.4782978296279907,
1.4710999727249146,
1.4627537727355957,
1.4550131559371948,
1.4478447437286377,
1.4409493207931519,
1.4333969354629517,
1.4270778894424438,
1.4222153425216675,
1.4250729084014893,
1.410799503326416,
1.40595281124115,
1.403255820274353,
1.4010894298553467,
1.3906922340393066,
1.3883945941925049,
1.3811391592025757,
1.37723970413208,
1.3729076385498047,
1.3696013689041138,
1.3682307004928589,
1.361879825592041,
1.3594448566436768,
1.3594692945480347,
1.3538304567337036,
1.3515046834945679,
1.3473178148269653,
1.344862699508667,
1.3404947519302368,
1.3370026350021362,
1.3333179950714111,
accuracy
0.18020834028720856,
0.19479165971279144,
0.24401041865348816,
0.2575520873069763,
0.3070312440395355,
0.31640625,
0.3252604305744171,
0.34687501192092896,
0.3466145694255829,
0.3658854067325592,
0.37291666865348816,
0.37838542461395264,
0.3869791626930237,
0.3997395932674408,
0.4026041626930237,
0.40442708134651184,
0.4164062440395355,
0.4169270694255829,
0.41874998807907104,
0.4195312559604645,
0.4247395694255829,
0.42890626192092896,
0.4294270873069763,
0.43177083134651184,
0.43151041865348816,
0.43541666865348816,
0.4398437440395355,
0.4468750059604645,
0.43671876192092896,
0.4401041567325592,
0.4481770694255829,
0.44479167461395264,
0.4507812559604645,
0.45494791865348816,
0.45703125,
0.4572916626930237,
0.4572916626930237,
0.46171873807907104,
0.4583333432674408,
0.4658854305744171,
0.46432292461395264,
0.46432292461395264,
0.4619791805744171,
0.47187501192092896,
0.47317707538604736,
0.47187501192092896,
0.4739583432674408,
0.4729166626930237,
0.47708332538604736,
0.4791666567325592,
val_loss
1.7887152433395386,
1.7830654382705688,
1.7703059911727905,
1.7504781484603882,
1.7240543365478516,
1.7001129388809204,
1.6725462675094604,
1.6598995923995972,
1.6408900022506714,
1.628868818283081,
1.617188572883606,
1.5982627868652344,
1.5963451862335205,
1.5784472227096558,
1.5676639080047607,
1.5595868825912476,
1.56427001953125,
1.546316385269165,
1.542693853378296,
1.530145287513733,
1.5239787101745605,
1.5297108888626099,
1.5163012742996216,
1.509625792503357,
1.5011279582977295,
1.4970242977142334,
1.4920200109481812,
1.494240164756775,
1.485405445098877,
1.479915976524353,
1.4840195178985596,
1.4773824214935303,
1.4731347560882568,
1.4751644134521484,
1.4637969732284546,
1.4629307985305786,
1.4569591283798218,
1.455611228942871,
1.4739949703216553,
1.4560766220092773,
1.4555373191833496,
1.455091953277588,
1.4451605081558228,
1.4423272609710693,
1.4462991952896118,
1.436259388923645,
1.4425244331359863,
1.4424721002578735,
1.4402989149093628,
1.431067943572998,
val_accuracy
0.20333333313465118,
0.2316666692495346,
0.2516666650772095,
0.2683333456516266,
0.2783333361148834,
0.2783333361148834,
0.3033333420753479,
0.28999999165534973,
0.3083333373069763,
0.3316666781902313,
0.3499999940395355,
0.3449999988079071,
0.3449999988079071,
0.35333332419395447,
0.3583333194255829,
0.35499998927116394,
0.34833332896232605,
0.3633333444595337,
0.3633333444595337,
0.37833333015441895,
0.3700000047683716,
0.37166666984558105,
0.375,
0.37833333015441895,
0.3799999952316284,
0.37833333015441895,
0.38999998569488525,
0.3816666603088379,
0.38999998569488525,
0.39500001072883606,
0.3816666603088379,
0.38999998569488525,
0.3883333206176758,
0.3933333456516266,
0.398333340883255,
0.4116666615009308,
0.4000000059604645,
0.39666667580604553,
0.39666667580604553,
0.39666667580604553,
0.39666667580604553,
0.4116666615009308,
0.40166667103767395,
0.4099999964237213,
0.4000000059604645,
0.4099999964237213,
0.39500001072883606,
0.40833333134651184,
0.39500001072883606,
0.4266666769981384,
