Datatype,CIFAR10
Train Size,3200
Test Size,500
Learning Rate,0.001
Batch Size,128
loss
1.606842041015625,
1.5927722454071045,
1.5735048055648804,
1.5424749851226807,
1.497839093208313,
1.449083685874939,
1.4026494026184082,
1.3698017597198486,
1.3428504467010498,
1.3254472017288208,
1.3122652769088745,
1.2995332479476929,
1.2879283428192139,
1.2804312705993652,
1.2720298767089844,
1.2623852491378784,
1.2563496828079224,
1.2496005296707153,
1.2413150072097778,
1.2354331016540527,
1.2274088859558105,
1.2219160795211792,
1.2180416584014893,
1.2104825973510742,
1.207570195198059,
1.2072498798370361,
1.2013263702392578,
1.190394401550293,
1.1872631311416626,
1.1804652214050293,
1.1720554828643799,
1.168697476387024,
1.1656668186187744,
1.1611058712005615,
1.152268648147583,
1.1482462882995605,
1.1456403732299805,
1.140221357345581,
1.1303247213363647,
1.1253018379211426,
1.1217929124832153,
1.1196345090866089,
1.1126956939697266,
1.1080571413040161,
1.102401852607727,
1.0977739095687866,
1.0985310077667236,
1.0938011407852173,
1.0954393148422241,
1.0820060968399048,
accuracy
0.23000000417232513,
0.28343749046325684,
0.3643749952316284,
0.3803125023841858,
0.40531250834465027,
0.4078125059604645,
0.42656248807907104,
0.4334374964237213,
0.4528124928474426,
0.4568749964237213,
0.46437498927116394,
0.4684374928474426,
0.4699999988079071,
0.47437500953674316,
0.47999998927116394,
0.4831250011920929,
0.4868749976158142,
0.49406251311302185,
0.4959374964237213,
0.5012500286102295,
0.5043749809265137,
0.5059375166893005,
0.5074999928474426,
0.5106250047683716,
0.5115625262260437,
0.5043749809265137,
0.5096874833106995,
0.5224999785423279,
0.5153124928474426,
0.5209375023841858,
0.5196874737739563,
0.5221874713897705,
0.5190625190734863,
0.5234375,
0.5375000238418579,
0.5299999713897705,
0.5325000286102295,
0.5306249856948853,
0.5453125238418579,
0.5406249761581421,
0.5503125190734863,
0.5446875095367432,
0.5475000143051147,
0.5509374737739563,
0.5556250214576721,
0.5603125095367432,
0.5496875047683716,
0.5571874976158142,
0.543749988079071,
0.5609375238418579,
val_loss
1.5993074178695679,
1.584805965423584,
1.5595446825027466,
1.5238726139068604,
1.4723519086837769,
1.4279438257217407,
1.3890448808670044,
1.3638858795166016,
1.3414127826690674,
1.3337349891662598,
1.3185583353042603,
1.3093650341033936,
1.3031806945800781,
1.298097848892212,
1.2894468307495117,
1.284601092338562,
1.2780678272247314,
1.2709980010986328,
1.2683871984481812,
1.2646653652191162,
1.2572834491729736,
1.2600394487380981,
1.25099778175354,
1.251845359802246,
1.2504013776779175,
1.2437233924865723,
1.2308356761932373,
1.223924160003662,
1.2311893701553345,
1.2119511365890503,
1.209884762763977,
1.2134751081466675,
1.204128623008728,
1.206263780593872,
1.1976745128631592,
1.1869350671768188,
1.1968564987182617,
1.1791980266571045,
1.1808806657791138,
1.177042007446289,
1.1636078357696533,
1.17172110080719,
1.16249418258667,
1.1540356874465942,
1.1504127979278564,
1.1539103984832764,
1.1468372344970703,
1.1445415019989014,
1.133894681930542,
1.1324509382247925,
val_accuracy
0.2879999876022339,
0.328000009059906,
0.3540000021457672,
0.37599998712539673,
0.3799999952316284,
0.38999998569488525,
0.4480000138282776,
0.4180000126361847,
0.4480000138282776,
0.421999990940094,
0.4699999988079071,
0.4659999907016754,
0.4480000138282776,
0.4580000042915344,
0.45399999618530273,
0.49399998784065247,
0.4580000042915344,
0.49000000953674316,
0.49000000953674316,
0.46399998664855957,
0.4880000054836273,
0.4880000054836273,
0.48399999737739563,
0.48399999737739563,
0.5019999742507935,
0.5080000162124634,
0.4959999918937683,
0.5139999985694885,
0.5040000081062317,
0.5040000081062317,
0.49399998784065247,
0.4959999918937683,
0.5120000243186951,
0.5139999985694885,
0.4959999918937683,
0.5139999985694885,
0.5059999823570251,
0.5059999823570251,
0.5180000066757202,
0.5180000066757202,
0.5139999985694885,
0.5379999876022339,
0.515999972820282,
0.5400000214576721,
0.5320000052452087,
0.5019999742507935,
0.5080000162124634,
0.5299999713897705,
0.5220000147819519,
0.5360000133514404,
