Datatype,CIFAR10
Train Size,6400
Test Size,1000
Learning Rate,0.001
Batch Size,128
loss
2.106414556503296,
1.9927014112472534,
1.9740722179412842,
1.9664180278778076,
1.958369255065918,
1.9520210027694702,
1.9456274509429932,
1.9379216432571411,
1.9250025749206543,
1.9109309911727905,
1.8939224481582642,
1.8759791851043701,
1.858810544013977,
1.839423418045044,
1.8214319944381714,
1.7975224256515503,
1.765297293663025,
1.7399362325668335,
1.717948317527771,
1.6965303421020508,
1.678459882736206,
1.6658238172531128,
1.6504000425338745,
1.6410927772521973,
1.6290512084960938,
1.623302936553955,
1.6116276979446411,
1.6029343605041504,
1.5955891609191895,
1.5891951322555542,
1.5823651552200317,
1.5748754739761353,
1.5700116157531738,
1.5617984533309937,
1.559364914894104,
1.5514445304870605,
1.5458816289901733,
1.540138602256775,
1.5368750095367432,
1.5291509628295898,
1.5241436958312988,
1.52032470703125,
1.5147475004196167,
1.5112346410751343,
1.5065747499465942,
1.5030254125595093,
1.496597170829773,
1.4949885606765747,
1.4902349710464478,
1.4860217571258545,
accuracy
0.29093751311302185,
0.30000001192092896,
0.30000001192092896,
0.30000001192092896,
0.30000001192092896,
0.30000001192092896,
0.30000001192092896,
0.30000001192092896,
0.30015623569488525,
0.30140626430511475,
0.30390626192092896,
0.31843748688697815,
0.32749998569488525,
0.3362500071525574,
0.34468749165534973,
0.35078126192092896,
0.3596875071525574,
0.36625000834465027,
0.36890625953674316,
0.3815625011920929,
0.3843750059604645,
0.38843750953674316,
0.3956249952316284,
0.39750000834465027,
0.4048437476158142,
0.40421876311302185,
0.4099999964237213,
0.4151562452316284,
0.41499999165534973,
0.4182812571525574,
0.42109376192092896,
0.4282812476158142,
0.42671874165534973,
0.4282812476158142,
0.4325000047683716,
0.4376562535762787,
0.4348437488079071,
0.43703123927116394,
0.44234374165534973,
0.4440625011920929,
0.44734373688697815,
0.4453125,
0.44828125834465027,
0.4507812559604645,
0.4528124928474426,
0.4518750011920929,
0.45781248807907104,
0.45359376072883606,
0.45796874165534973,
0.4571875035762787,
val_loss
2.0100722312927246,
1.9781211614608765,
1.9688247442245483,
1.9628791809082031,
1.9555306434631348,
1.9504175186157227,
1.9461703300476074,
1.9323914051055908,
1.9203405380249023,
1.9069043397903442,
1.8870747089385986,
1.8726015090942383,
1.8543034791946411,
1.8337116241455078,
1.8127988576889038,
1.7851653099060059,
1.7580528259277344,
1.7357977628707886,
1.717397928237915,
1.7005559206008911,
1.6854215860366821,
1.6735883951187134,
1.6689419746398926,
1.6606903076171875,
1.6485695838928223,
1.6412439346313477,
1.6347359418869019,
1.6265548467636108,
1.620604395866394,
1.6191529035568237,
1.6083916425704956,
1.60805344581604,
1.6054320335388184,
1.5962214469909668,
1.5874931812286377,
1.5857634544372559,
1.5857510566711426,
1.5744261741638184,
1.569966197013855,
1.5667002201080322,
1.5636903047561646,
1.5651183128356934,
1.552198052406311,
1.5519412755966187,
1.5459593534469604,
1.5412437915802002,
1.537123680114746,
1.543115258216858,
1.532139539718628,
1.5294640064239502,
val_accuracy
0.30000001192092896,
0.30000001192092896,
0.30000001192092896,
0.30000001192092896,
0.30000001192092896,
0.30000001192092896,
0.30000001192092896,
0.30000001192092896,
0.30000001192092896,
0.3050000071525574,
0.3149999976158142,
0.32899999618530273,
0.33000001311302185,
0.3440000116825104,
0.3370000123977661,
0.35899999737739563,
0.3619999885559082,
0.367000013589859,
0.3700000047683716,
0.38100001215934753,
0.38499999046325684,
0.382999986410141,
0.382999986410141,
0.3880000114440918,
0.3930000066757202,
0.3840000033378601,
0.38199999928474426,
0.3959999978542328,
0.4000000059604645,
0.4000000059604645,
0.40299999713897705,
0.40799999237060547,
0.41499999165534973,
0.42899999022483826,
0.42899999022483826,
0.42100000381469727,
0.4320000112056732,
0.43299999833106995,
0.42800000309944153,
0.4309999942779541,
0.4309999942779541,
0.43700000643730164,
0.43799999356269836,
0.4350000023841858,
0.4440000057220459,
0.4399999976158142,
0.4399999976158142,
0.4359999895095825,
0.45100000500679016,
0.4490000009536743,
